,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1581,0,1,0,0,0,1,0,1,2,0,1,1
1582,0,1,0,0,0,0,0,1,2,0,2,1
1583,0,0,1,0,0,1,1,1,1,0,0,1
1584,0,0,1,0,0,1,0,1,1,1,1,2
1585,0,0,1,0,0,1,0,1,1,1,1,1
1586,1,0,1,0,0,1,0,1,1,1,1,1
1587,0,1,0,0,0,0,0,1,2,0,1,1
1588,0,1,1,0,0,1,1,1,1,1,2,1
1589,0,1,0,1,0,1,1,2,1,0,0,1
1590,0,1,0,0,0,1,0,0,1,1,1,1
1591,0,1,0,0,0,0,0,1,2,0,1,1
1592,0,1,0,0,0,1,0,1,2,1,1,1
1593,0,1,0,0,0,1,0,1,2,1,0,1
1594,0,1,0,0,0,1,0,1,2,0,1,1
1595,0,1,0,0,0,2,0,1,2,1,1,1
1596,0,1,0,0,0,1,0,1,2,1,1,1
1597,0,1,0,0,0,1,0,1,2,0,1,1
1598,0,0,1,0,0,0,0,1,2,0,1,1
